id,country,admin1,admin2,admin3,instance_wp,subdate_wp,latitude_wp,longitude_wp,elevation_wp,commid_wp,dataorg_wp,timepoint_wp,cwfunded_wp,cwid,wptype,pumptype,drillmethod,piped_source,piped_pump,rehabyn,qtyhh_wp,whomanage_wp,wp_age,rehab_age,qtypeople_wp,wateravailable,functional3,whynowatertoday_wp,whynowatertoday_wp_other,minutesfill20l,brokendays_wp,qtymonthsnowater_wp,downtime2weeks,lockedfullday_wp,pumpstrokes,photo_wp,grant_number_wp,wc_present_wp,paytocollect_wp,balance_any_dollars_wp,improved_wponly_wp,qtyhh_c_wp,wc_admin_index_wp,wc_finance_index_wp,wc_mgmt_index_wp,wc_maint_index_wp,wc_savings_wp,wpqty_wp,pop_1000,annual_rain,season
119,Mali,Koulikoro,Kolokani,Sagabala,WVmali04-92RGBE,2020-12-18,14.2358458,-8.2628633,354.1520996,STLL01,ML.WVI,Grant endline (Sample 2: new construction),Yes,283.017,Borehole with hand pump,India Mark II,Manually drilled,NA,NA,No,45,Water committee,0.5,NA,220,Yes,Functional,NA,NA,0.589016667,7,0,No,No,23,https://api.mwater.co/v3/images/ada0275301584cea8baaf7ef29d84ce4,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,Mali,Koulikoro,Kolokani,Sebekoro I,WVmali03-929PK4,2020-12-12,13.7413808,-8.2813075,371.998291,DIAB01,ML.WVI,Grant endline (Sample 2: new construction),Yes,283.023,Borehole with hand pump,India Mark II,Manually drilled,NA,NA,No,15,Water committee,0.5,NA,300,Yes,Functional,NA,NA,0.855183333,NA,0,No,Yes,4,https://api.mwater.co/v3/images/d3bfca5545b64de7b452daad63ad9400,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,Mali,Koulikoro,Kolokani,Sagabala,WVmali01-92HKSZ,2020-12-15,14.2583511,-8.3204033,392.5455933,DIBG01,ML.WVI,Grant endline (Sample 2: new construction),Yes,283.047,Public tap / standpipe,NA,NA,Borehole,Solar powered pump,No,160,Water committee,0.5,NA,900,Yes,Functional,NA,NA,1.066683333,NA,0,No,Yes,NA,https://api.mwater.co/v3/images/7333c5a4c1ca497db7cd7054f26e585f,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,Mali,Koulikoro,Kolokani,Didieni,WVmali03-92NX6H,2020-12-17,14.0026619,-8.3320016,374.4689941,KRND01,ML.WVI,Grant endline (Sample 2: new construction),Yes,283.044,Borehole with hand pump,India Mark II,Manually drilled,NA,NA,No,200,Water committee,0.5,NA,800,Yes,Functional,NA,NA,0.898,NA,0,No,Yes,3,https://api.mwater.co/v3/images/974fd5e0910e48c8957cd82989b897d4,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,Mali,Koulikoro,Kolokani,Sebekoro I,wvmali06-929S2C,2020-12-12,13.7409762,-8.374562,333.0612793,BELK01,ML.WVI,Grant endline (Sample 2: new construction),Yes,283.022,Borehole with hand pump,India Mark II,Manually drilled,NA,NA,No,15,Water committee,0.5,NA,350,Yes,Functional,NA,NA,0.687333333,NA,0,No,No,10,https://api.mwater.co/v3/images/236ffb26a0b7406380f8e13d9e8ed41f,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,Mali,Koulikoro,Kolokani,Didieni,wvmali06-92P4DG,2020-12-17,13.9079485,-8.4133392,322.1168213,NIDA01,ML.WVI,Grant endline (Sample 2: new construction),Yes,283.006,Borehole with hand pump,India Mark II,Manually drilled,NA,NA,No,70,Water committee,2,NA,320,Yes,Functional,NA,NA,0.642683333,NA,0,No,No,6,https://api.mwater.co/v3/images/a6f224b65267418aa1826672fa09baf6,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,Mali,Koulikoro,Kolokani,Sagabala,WVmali04-92F45W,2020-12-14,14.2529163,-8.4353684,348.2982178,DORI01,ML.WVI,Grant endline (Sample 2: new construction),Yes,283.059,Borehole with hand pump,India Mark II,Manually drilled,NA,NA,No,21,Water committee,0.5,NA,200,Yes,Functional,NA,NA,1.056183333,NA,0,No,No,2,https://api.mwater.co/v3/images/dcf6a102629a476bbc6f716eff9490a1,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,Mali,Koulikoro,Kolokani,Sagabala,WVmali01-92F2SU,2020-12-14,14.238226,-8.4599726,340.5367432,SAMA01,ML.WVI,Grant endline (Sample 2: new construction),Yes,283.012,Borehole with hand pump,India Mark II,Manually drilled,NA,NA,No,NA,Water committee,0.5,NA,NA,Yes,Functional,NA,NA,1.2999,NA,0,No,No,20,https://api.mwater.co/v3/images/12b6200a1abd4806bbdd8741edb1c750,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,Mali,Koulikoro,Kolokani,Sagabala,wvmali06-92EZNM,2020-12-14,14.3773564,-8.4800571,339.5629883,BOUZ01,ML.WVI,Grant endline (Sample 2: new construction),Yes,283.058,Borehole with hand pump,India Mark II,Manually drilled,NA,NA,No,22,Water committee,0.5,NA,160,Yes,Functional,NA,NA,0.585416667,NA,0,No,No,5,https://api.mwater.co/v3/images/d916b4070f6f4cab80dc7e1ef02d6652,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,Mali,Koulikoro,Kolokani,Sagabala,wvmali05-92FAKF,2020-12-14,14.1592438,-8.5953939,307.1472168,YERE01,ML.WVI,Grant endline (Sample 2: new construction),Yes,283.056,Borehole with hand pump,India Mark II,Manually drilled,NA,NA,No,31,Water committee,0.5,NA,310,Yes,Functional,NA,NA,1.045216667,1,0,No,Yes,1,https://api.mwater.co/v3/images/c9451a7c40d443d59616de9911116941,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,Malawi,South,Chikhwawa,Ngabu,2103250093,2018-03-19,-16.44649,34.93297,69.69,LEON02,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.074,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,33,Water committee,1,NA,165,Yes,Functional,NA,NA,1.083333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/63c8bcc0-5f35-499b-b92c-a3125de5d6f1.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Malawi,South,Chikhwawa,Ngabu,2106680146,2018-03-19,-16.44747,34.93199,48.09,LEON02,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.075,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,54,Water committee,1,NA,270,Yes,Functional,NA,NA,1.133333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/a27cad1d-2b33-4ace-8273-ee08c8314619.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,Malawi,South,Chikhwawa,Ngabu,2139597599,2018-04-11,-16.4852,34.90362,79,BYSI01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.099,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,56,Water committee,1,NA,280,Yes,Functional,NA,NA,1.066666667,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/9377da74-ca41-495b-a3f6-9d9d45b5a9b6.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,Malawi,South,Chikhwawa,Ngabu,2110470222,2018-03-21,-16.4936,34.89927,103.87,NYKA01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.109,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,36,Water committee,1,NA,180,Yes,Functional,NA,NA,1.15,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/9893fe4e-fce4-483d-9c1f-ce27a57fe43b.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,Malawi,South,Chikhwawa,Ngabu,2110760094,2018-03-21,-16.48898,34.8938,94.33,NYKA01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.108,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,32,Water committee,1,NA,160,Yes,Functional,NA,NA,1.283333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/1d8256c4-ad2d-426e-84d3-c6d8d03afa18.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Malawi,South,Chikhwawa,Ngabu,2122270322,2018-03-22,-16.54464,34.89341,121.62,MHND01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.153,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,46,Water committee,1,NA,230,Yes,Functional,NA,NA,1.433333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/032af859-1476-47b4-b6e1-e5e9be060805.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,Malawi,South,Chikhwawa,Ngabu,2125920417,2018-03-23,-16.50185,34.89117,116.13,KPGA01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.103,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,76,Water committee,1,NA,380,Yes,Functional,NA,NA,1.183333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/91317a97-f382-49be-9be8-ba5620764a18.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,Malawi,South,Chikhwawa,Ngabu,2125910373,2018-03-22,-16.54091,34.88981,147.83,MTMA01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.154,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,35,Water committee,1,NA,175,Yes,Functional,NA,NA,1.35,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/1f9e7994-92da-4a38-a549-388803e8d0c8.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,Malawi,South,Chikhwawa,Ngabu,2104270049,2018-03-15,-16.50397,34.88262,124.29,UTMB01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.111,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,55,Water committee,1,NA,275,Yes,Functional,NA,NA,1.3,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/61631814-278c-4f27-82ab-8fbdaf609de4.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,Malawi,South,Chikhwawa,Ngabu,2122170311,2018-03-22,-16.47243,34.86808,121.83,SIGA02,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.061,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,35,Water committee,1,NA,175,Yes,Functional,NA,NA,1.283333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/39823daa-ed8a-4fc9-9049-ea0719e10988.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,Malawi,South,Chikhwawa,Ngabu,2090770082,2018-03-18,-16.53199,34.86772,122.9,NZGA01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.119,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,32,Water committee,1,NA,160,Yes,Functional,NA,NA,1.483333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/09645684-094d-4d91-b6b1-08def3bcb68a.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,Malawi,South,Chikhwawa,Ngabu,2128390817,2018-03-27,-16.4672,34.86642,101.9,MPHP02,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.054,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,47,Water committee,1,NA,235,Yes,Functional,NA,NA,1.25,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/07fb1359-743c-4700-8d50-2db967fa3c29.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,Malawi,South,Chikhwawa,Ngabu,2127740287,2018-03-27,-16.53532,34.86583,147.6,SHNG02,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.093,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,35,Water committee,1,NA,175,Yes,Functional,NA,NA,1.516666667,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/54b8e764-ed3b-4e69-aa37-6d2525388dfd.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,Malawi,South,Chikhwawa,Ngabu,2088420155,2018-03-15,-16.40456,34.86308,82.19,FELO01,MW.WFP,Grant endline (Sample 2: new construction),Yes,NA,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,65,Water committee,10,NA,325,Yes,Functional,NA,NA,1.583333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/4918e2ec-9536-49d2-b2d4-19f3be6d0b99.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,Malawi,South,Chikhwawa,Ngabu,2111430105,2018-03-18,-16.52868,34.85164,162.16,KOKW01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.117,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,51,Water committee,1,NA,255,Yes,Functional,NA,NA,1.233333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/0fe0e2f8-d361-4fd2-92f5-1970453f6ce8.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,Malawi,South,Chikhwawa,Ngabu,2121030924,2018-03-23,-16.46684,34.84911,118.73,MCHA02,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.081,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,45,Water committee,1,NA,225,Yes,Functional,NA,NA,1.683333333,NA,0,No,Yes,NA,https://waterforpeople.s3.amazonaws.com/images/2c4b65d1-7c4f-456a-8e0a-dfb93e747063.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,Malawi,South,Chikhwawa,Ngabu,2110540280,2018-03-18,-16.52728,34.84908,143.82,KOKW01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.118,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,49,Water committee,19,NA,245,Yes,Functional,NA,NA,1.116666667,2,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/0c9df4a1-ac08-4e9e-8299-48b185a95fb5.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,Malawi,South,Chikhwawa,Ngabu,2123020411,2018-03-23,-16.46972,34.84572,122.65,WLKI02,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.155,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,35,Water committee,1,NA,175,Yes,Functional,NA,NA,1.183333333,NA,0,No,Yes,NA,https://waterforpeople.s3.amazonaws.com/images/1b41f341-8c57-4e65-a452-7c4694373657.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,Malawi,South,Chikhwawa,Ngabu,2091110063,2018-03-18,-16.53077,34.84146,175.46,PHLR01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.12,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,48,Water committee,1,NA,240,Yes,Functional,NA,NA,1.583333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/ab99dd8e-942b-45e6-ac15-0d61380b0226.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,Malawi,South,Chikhwawa,Ngabu,2123030569,2018-03-22,-16.34189,34.80304,102.04,JJOE02,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.029,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,223,Water committee,1,NA,1115,Yes,Functional,NA,NA,1.2,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/aa2e6a6f-e6a1-4e4a-b670-fab67ceefafe.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,Malawi,South,Chikhwawa,Ngabu,2132978181,2018-04-11,-16.34806,34.80093,107,CHLM01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.023,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,52,Water committee,1,NA,260,Yes,Functional,NA,NA,1.183333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/2ef27b26-abb0-482e-8cc8-9877d341a7b0.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,Malawi,South,Chikhwawa,Ngabu,2123100196,2018-03-27,-16.3435,34.78982,88.98,GANZ01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.026,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,45,Water committee,1,NA,225,Yes,Functional,NA,NA,1.083333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/521c8170-4f24-4d9f-87cd-bddbe594d1f5.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,Malawi,South,Chikhwawa,Ngabu,2102290516,2018-03-16,-16.40944,34.7842,144.19,MTBA01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.012,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,85,Water committee,1,NA,425,Yes,Functional,NA,NA,1.666666667,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/5ed9bb9e-aae3-4424-bbc9-2dd9d1e0d1f3.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Malawi,South,Chikhwawa,Ngabu,2105250051,2018-03-16,-16.40803,34.78191,159.7,MTBA01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.011,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,87,Water committee,1,NA,435,Yes,Functional,NA,NA,1.533333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/2441df62-6506-406d-8554-45ba1a57405d.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,Malawi,South,Chikhwawa,Ngabu,2102080441,2018-03-21,-16.40468,34.78043,173.63,MPHG02,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.032,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,71,Water committee,39,NA,355,Yes,Functional,NA,NA,1.1,5,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/259dd147-ff20-4ef5-a68a-cc783dfc8019.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Malawi,South,Chikhwawa,Ngabu,2130390528,2018-03-22,-16.44495,34.77931,117.76,KDUL01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.133,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,32,Water committee,1,NA,160,Yes,Functional,NA,NA,1.383333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/6b0d5587-268b-4c27-94f7-24e6dbb3b263.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,Malawi,South,Chikhwawa,Ngabu,2095280125,2018-03-16,-16.39764,34.77913,158,JMSI02,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.028,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,35,Water committee,1,NA,175,Yes,Functional,NA,NA,1.383333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/4feaf23f-1bee-4ac4-b159-96781cca5fdf.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,Malawi,South,Chikhwawa,Ngabu,2129490361,2018-03-22,-16.44904,34.77577,170.77,KDUL01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.134,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,13,Water committee,1,NA,65,Yes,Functional,NA,NA,1.6,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/3a17f273-7608-4612-b2a0-bd485ab588cb.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Malawi,South,Chikhwawa,Ngabu,2086310156,2018-03-18,-16.39927,34.77056,155,CHPW01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.034,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,280,Water committee,20,NA,1400,Yes,Functional,NA,NA,1.216666667,1,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/d1e7c0a2-f751-4250-a722-ee08c4d07260.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Malawi,South,Chikhwawa,Ngabu,2084670851,2018-03-16,-16.43481,34.7628,181,CHNJ01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.018,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,95,Water committee,1,NA,475,Yes,Functional,NA,NA,1.2,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/7c87a031-ef1d-44c5-9068-a6edc6c00914.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,Malawi,South,Chikhwawa,Ngabu,2124950335,2018-03-27,-16.44213,34.76029,187,NYAK02,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.03,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,120,Water committee,1,NA,600,Yes,Functional,NA,NA,1.283333333,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/2c110ab9-b926-45a3-b02f-0806de0ac207.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,Malawi,South,Chikhwawa,Ngabu,2103260121,2018-03-15,-16.35771,34.69594,153.08,KTMA01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.009,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,40,Water committee,13,NA,200,No,Abandoned or not functional,Breakdown,NA,NA,NA,0,NA,No,NA,https://waterforpeople.s3.amazonaws.com/images/e4c7a6c7-0f63-4316-be10-db7e5699cb85.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,Malawi,South,Chikhwawa,Ngabu,2102290571,2018-03-16,-16.35828,34.6788,152.86,MWDA01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.042,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,181,Water committee,20,NA,905,Yes,Functional,NA,NA,1.2,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/aa5ffe62-741d-406a-b736-dc54253f84b5.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Malawi,South,Chikhwawa,Ngabu,2107960187,2018-03-20,-16.3411,34.66562,193,CHDM02,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.04,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,300,Water committee,12,NA,1500,Yes,Functional,NA,NA,2.433333333,5,3,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/e0151495-f00f-460f-8bab-eeb8443e83f8.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Malawi,South,Chikhwawa,Ngabu,2077891186,2018-03-16,-16.34523,34.65247,208.47,NVYL01,MW.WFP,Grant endline (Sample 2: new construction),Yes,232.05,Borehole with hand pump,Afridev,Manually drilled,NA,NA,NA,53,Water committee,1,NA,265,Yes,Functional,NA,NA,1.616666667,NA,0,No,No,NA,https://waterforpeople.s3.amazonaws.com/images/d45f5e9c-770e-4208-9753-6d255f5179a5.jpg,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,Malawi,Central,Ntcheu,Phambala,WVMalawi12-88SXUT,2020-02-07,-15.02829,34.80399,NA,KASI02,MW.WVI,Grant endline (Sample 2: new construction),Yes,269.165,Borehole with hand pump,Afridev,Manually drilled,NA,NA,Yes,39,Water committee,11,1,150,Yes,Functional,NA,NA,1.744866667,NA,0,No,No,1,https://api.mwater.co/v3/images/6ca367a8bd14413b9690f78de82aac64,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,Malawi,Central,Ntcheu,Phambala,WVMalawi8-88SR77,2020-02-07,-14.9812645,34.7601507,865.468,KAMM02,MW.WVI,Grant endline (Sample 2: new construction),Yes,269.069,Borehole with hand pump,Afridev,Manually drilled,NA,NA,Yes,109,Water committee,24,1,361,Yes,Functional,NA,NA,1.373616667,NA,0,No,No,1,https://api.mwater.co/v3/images/44ce19935fae416da89593968ed23bde,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,Malawi,Central,Ntcheu,Ganya,WVMalawi4-88WA38,2020-02-09,-14.61184,34.73862,NA,SHVS02,MW.WVI,Grant endline (Sample 2: new construction),Yes,269.06,Borehole with hand pump,Afridev,Manually drilled,NA,NA,Yes,50,Water committee,20,1,2998,Yes,Functional,NA,NA,1.863483333,7,0,No,No,1,https://api.mwater.co/v3/images/feb2ef120a0342198d9c1480bf441e8c,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Malawi,Central,Ntcheu,Ganya,WVMalawi4-88N582,2020-02-05,-14.56829,34.70582,NA,MOTI02,MW.WVI,Grant endline (Sample 2: new construction),Yes,269.053,Borehole with hand pump,Afridev,Manually drilled,NA,NA,Yes,108,Water committee,18,1,780,Yes,Functional,NA,NA,1.38325,1,0,No,Yes,1,https://api.mwater.co/v3/images/2e80b4d5fe734c199780295cd733330c,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,Malawi,Central,Ntcheu,Phambala,WVMalawi8-88VZ28,2020-02-08,-15.182019,34.7042603,1183.166,KATS02,MW.WVI,Grant endline (Sample 2: new construction),Yes,269.157,Borehole with hand pump,Afridev,Manually drilled,NA,NA,Yes,47,Water committee,12,1,261,Yes,Functional,NA,NA,1.262733333,NA,0,No,No,22,https://api.mwater.co/v3/images/2a73b352646c4bb9b73eaed02f309fec,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,Malawi,Central,Ntcheu,Ganya,WVMalawi8-88QPA5,2020-02-06,-14.488965,34.6915484,513.753,MAZE02,MW.WVI,Grant endline (Sample 2: new construction),Yes,269.026,Borehole with hand pump,Afridev,Manually drilled,NA,NA,Yes,58,Water committee,24,1,290,Yes,Functional,NA,NA,0.95605,NA,0,No,No,1,https://api.mwater.co/v3/images/5f4b2c3b89d949a8b1db46d321148522,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,Malawi,Central,Ntcheu,Ganya,WVMalawi8-88MWLG,2020-02-05,-14.5355478,34.6775696,526.176,CHIK02,MW.WVI,Grant endline (Sample 2: new construction),Yes,269.041,Borehole with hand pump,Afridev,Manually drilled,NA,NA,Yes,NA,Water committee,26,1,NA,Yes,Functional,NA,NA,1.290733333,NA,0,No,Yes,1,https://api.mwater.co/v3/images/8cef1759501c4d50845deb6703269462,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
